Settings
TF	Binary TF
IDF	Using IDF
Normalisation	Using Normalisation
Stemming	No Stemming

Averages
Precision	0.058633701714966686
Recall	0.7128942239142595
Non-Interpolated Average Precision	0.10308020545137521

Query Number	Precision	Recall	Non-Interpolated Average Precision
1	0.06719367588932806	0.7391304347826086	0.10566044383366681
2	0.026143790849673203	0.46153846153846156	0.02340992409724396
3	0.21428571428571427	0.06818181818181818	0.029545454545454545
4	0.019886363636363636	0.875	0.4165819692063584
5	0.018808777429467086	0.5	0.03809971062357505
6	0.007142857142857143	1	0.02040816326530612
7	0.011513157894736841	0.875	0.031265344037075496
8	0.017429193899782137	0.4444444444444444	0.014660386309085761
9	0.060126582278481014	0.5588235294117647	0.1416528486552158
10	0.03188405797101449	0.4230769230769231	0.033518045276001
11	0.08710801393728224	0.1968503937007874	0.027826124998968294
12	0.020491803278688523	0.7692307692307693	0.10821805713069588
13	0.1471861471861472	0.7472527472527473	0.18929585389445297
14	0.012658227848101266	0.6666666666666666	0.008548268238761975
15	0.1004566210045662	0.8048780487804879	0.12168564385863206
16	0.038461538461538464	0.5	0.021018515143345448
17	0.018306636155606407	0.3076923076923077	0.01936586495467413
18	0.03225806451612903	0.8181818181818182	0.19534329502617032
19	0.09285714285714286	0.48148148148148145	0.09095069755230123
20	0.14655172413793102	0.2361111111111111	0.04051739455860584
21	0.05921052631578947	0.36	0.019130062277198153
22	0.05333333333333334	0.1509433962264151	0.012628099185292743
23	0.0958904109589041	0.7291666666666666	0.12008286415385655
24	0.0981012658227848	0.5961538461538461	0.09195918722050725
25	0.19491525423728814	0.696969696969697	0.22049897358398926
26	0.23387096774193547	0.5178571428571429	0.19795073538210498
27	0.2619047619047619	0.7652173913043478	0.3482504770410098
28	0.1694915254237288	0.3333333333333333	0.10494030866410271
29	0.072	0.1875	0.011534519641491043
30	0.3624161073825503	0.40298507462686567	0.21380969249507428
31	0.06976744186046512	0.09836065573770492	0.03304904380257172
32	0.0979020979020979	0.717948717948718	0.09194065433653356
33	0.027896995708154508	0.65	0.02512997574125909
34	0.03535353535353535	0.18421052631578946	0.05174739839956308
35	0.11564625850340136	0.3953488372093023	0.08673335590660607
36	null	null	null
37	0.05434782608695652	0.625	0.048238021966890074
38	null	null	null
39	0.017932489451476793	0.9444444444444444	0.09438457358230491
40	null	null	null
41	0.00938337801608579	0.6363636363636364	0.017343517386220114
42	0.04992867332382311	0.7	0.14305494907860677
43	0.01375	0.8461538461538461	0.03408120433490314
44	0.13652694610778443	0.7354838709677419	0.19484315250692472
45	0.09106239460370995	0.7012987012987013	0.10273497553299404
46	0.10453283996299723	0.9741379310344828	0.24339036552116344
47	null	null	null
48	null	null	null
49	0.030982905982905984	0.8529411764705882	0.09952399899030524
50	0.11337209302325581	0.8764044943820225	0.27008911668035207
51	null	null	null
52	0.014097744360902255	1	0.4115136845636279
53	null	null	null
54	0.07263513513513513	0.8431372549019608	0.12465777452533323
55	0.02723146747352496	1	0.2074770384514385
56	0.04808877928483354	0.8666666666666667	0.06489768169478438
57	0.018541409147095178	0.8333333333333334	0.08788124084477408
58	0.03727714748784441	1	0.22663531902743086
59	null	null	null
60	null	null	null
61	0.014285714285714285	1	0.043047374976981884
62	0.013033175355450236	0.9166666666666666	0.3956786865988782
63	null	null	null
64	null	null	null
65	0.012935323383084577	1	0.038799723638740874
66	0.034518828451882845	0.9428571428571428	0.1466275114491901
67	0.027728085867620753	0.96875	0.0920074341236513
68	null	null	null
69	0.012380952380952381	0.8666666666666667	0.03919021820998674
70	null	null	null
71	0.02164862614487927	0.9629629629629629	0.1358597466924562
72	null	null	null
73	null	null	null
74	null	null	null
75	null	null	null
76	0.05616850551654965	0.9333333333333333	0.17192799021481442
77	null	null	null
78	null	null	null
79	0.010787486515641856	0.9090909090909091	0.02588738271646499
80	null	null	null
81	0.008532423208191127	0.9090909090909091	0.03169142281067373
82	0.009793253536452665	0.9	0.0129722134789
83	null	null	null
84	0.009643201542912247	0.9090909090909091	0.02609414592757026
85	null	null	null
86	null	null	null
87	null	null	null
88	null	null	null
89	null	null	null
90	0.05023183925811438	0.9285714285714286	0.08052487086763152
91	null	null	null
92	0.030789825970548863	0.6052631578947368	0.03318791099823174
93	null	null	null
94	null	null	null
95	0.010460251046025104	0.9090909090909091	0.03915655959330381
96	0.007633587786259542	0.8888888888888888	0.02831089113137462
97	0.004930966469428008	0.8333333333333334	0.019492992722949905
98	0.029379760609358	0.9310344827586207	0.17790622404824744
99	0.029049295774647887	0.9705882352941176	0.11424902251969535
100	0.010091743119266056	0.6111111111111112	0.009664066453953438
101	0.0008741258741258741	1	0.010309278350515464
102	0.02093244529019981	0.9166666666666666	0.17010163777329465
103	null	null	null
104	0.010298661174047374	0.9090909090909091	0.05979361830552785
105	null	null	null
106	null	null	null
107	null	null	null
108	null	null	null
109	0.056555269922879174	0.9295774647887324	0.21433925092874473
110	null	null	null
111	0.005336179295624333	0.8333333333333334	0.039571472047933716
112	null	null	null
